label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
0	-360 mph	-0.3341	Lise	motor sports	1374	mICHAEL	1392 m/s	1148	1414	-127	0.0695	1.0193	Bioengineering	1242	-0.0239
3	-780 mph	-0.1881	Andrew	soccer	1163	Tony	260 m/s	2271	1044	1214	0.8846	1.0268	Computer Science	-145	-0.2719
4	-35 mph	0.7162	Chris	football	208	Vani	-306 m/s	560	412	875	1.985	1.9715	Robotics Engineering	752	0.7931
3	-662 mph	-0.4697	Andrew	soccer	425	Andrew	1226 m/s	-685	260	-520	n/a	2.115	Computer Science	-1760	-0.5403
7	328 mph	-0.1202	Inan	tennis	2183	Inan	315 m/s	-592	-966	-73	1.771	0.3551	Computational Media	348	None
4	-233 mph	0.5338	Chris	boxing	1471	Vani	1132 m/s	1380	605	1695	-1.2934	0.979	Robotics Engineering	185	0.5104
1	1073 mph	-0.6714	Fabrice	ice hockey	231	Andrew	899 m/s	1105	-561	1152	0.554	0.9004	Bioinformatics	761	1.439
5	1095 mph	-0.4008	Tony	football	-757	Sam	-15 m/s	382	60	2300	0.8397	0.3433	Biotechnology	-664	-0.4944
5	1263 mph	0.1397	Eriq	running	-143	Sam	1009 m/s	598	373	-1156	0.6517	0.7443	Biotechnology	322	-0.0199
0	-1329 mph	1.0967	Lise	badminton	750	Chris	961 m/s	560	596	-486	0.4921	0.3497	Statistics	915	1.5659
6	646 mph	-0.8052	Tony	golf	1732	Chris	-308 m/s	133	1486	-52	2.1721	-1.5218	Computer Game Design	2011	2.1664
6	863 mph	1.2331	Michael	golf	761	Andrew	1122 m/s	-345	439	1181	0.7658	0.7793	Computer Game Design	975	0.3489
4	1420 mph	-0.0186	Chris	boxing	1625	Vani	530 m/s	-1253	2116	554	-0.095	-0.3183	Computer Engineering	-658	-0.1745
7	1096 mph	-0.2314	Inan	track & field	2156	Andrew	1657 m/s	837	835	1143	1.6741	1.0986	Computational Media	645	0.0746
2	895 mph	1.222	Reilly	track & field	228	Reilly	658 m/s	1850	389	1187	1.9151	0.7753	Data Science	466	0.3739
2	429 mph	1.5837	Vani	track & field	396	Lise	2025 m/s	2205	705	635	-1.1708	1.3993	Applied Mathematics	333	0.2752
6	289 mph	1.5298	Tony	golf	849	Tony	656 m/s	2114	539	168	-0.0929	-0.8199	Games and Playable Media	870	0.5646
7	350 mph	0.5483	Inan	tennis	670	Inan	653 m/s	615	68	339	0.1	2.4341	Computational Media	140	1.4575
3	1463 mph	-0.0621	Andrew	ice hockey	-278	Tony	1674 m/s	1087	631	226	0.6046	0.8631	Computer Science	-118	1.1959
7	521 mph	-1.002	Inan	tennis	983	Inan	681 m/s	1169	427	261	1.2008	1.0294	Computational Media	384	0.3957
4	-804 mph	1.0782	Chris	badminton	657	Vani	167 m/s	-899	1967	253	1.1767	None	Applied Mathematics	-1432	-0.6581
6	1109 mph	0.8671	Tony	golf	1114	Chris	3008 m/s	353	1629	-378	0.7717	0.6322	Games and Playable Media	555	0.5452
4	-643 mph	1.7351	Chris	boxing	1338	Vani	-1155 m/s	2378	1330	740	1.5394	1.7111	Technology and Information Management	73	1.2654
2	1142 mph	0.4198	Vani	track & field	-1171	Lise	2547 m/s	315	780	230	-0.5901	0.4184	Applied Mathematics	1042	0.9492
